ADMIN,ISO_A3,FPU_ID,LSsum,PY5sum,PY5per,PY10sum,PY10per,PY25sum,PY25per,PY50sum,PY50per,PY100sum,PY100per,PY250sum,PY250per,PY500sum,PY500per,PY1000sum,PY1000per
Ethiopia,ETH,281,11362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,314,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,315,928625,5037,0.005424149,7944,0.008554583,12157,0.013091399,13066,0.014070265,15474,0.016663346,16233,0.017480684,17069,0.01838094,18039,0.019425495
Ethiopia,ETH,323,46705700,644327,0.013795468,800518,0.017139621,1166493,0.024975388,1190106,0.025480958,1222634,0.026177404,1274068,0.027278641,1289160,0.02760177,1371820,0.029371576
Ethiopia,ETH,341,356071,9271,0.026036942,9458,0.026562118,9976,0.028016884,10109,0.028390405,10262,0.028820095,10410,0.029235742,10573,0.029693516,10814,0.030370347
Ethiopia,ETH,483,7457033,66105,0.008864786,69701,0.009347015,70190,0.009412591,71006,0.009522018,71418,0.009577268,72410,0.009710296,72890,0.009774665,73304,0.009830183
Ethiopia,ETH,503,81971,3658,0.044625538,3658,0.044625538,3658,0.044625538,3658,0.044625538,3658,0.044625538,3665,0.044710934,3665,0.044710934,3665,0.044710934
Ethiopia,ETH,504,28111578,182369,0.006487327,187913,0.006684541,191812,0.006823238,433332,0.015414716,435174,0.015480241,438070,0.015583259,439715,0.015641776,462567,0.016454679
Ethiopia,ETH,509,4098297,104109,0.025402991,112916,0.027551932,126677,0.030909668,132668,0.032371495,138410,0.033772565,145381,0.035473515,148402,0.03621065,152268,0.037153969
Falkland Islands,FLK,415,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,FRO,91,35557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,386,740956,60801,0.082057504,70760,0.095498248,73989,0.099856132,80114,0.10812248,83423,0.112588332,85933,0.115975847,87950,0.118698006,88090,0.118886951
Fiji,FJI,387,5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,95,4482804,66644,0.014866588,82922,0.018497797,122803,0.027394238,135245,0.030169733,149030,0.033244817,161536,0.036034589,168123,0.037503982,177831,0.039669591
Finland,FIN,96,825,0,0,374,0.453333333,374,0.453333333,374,0.453333333,374,0.453333333,374,0.453333333,374,0.453333333,374,0.453333333
Finland,FIN,101,575203,0,0,4,6.95407E-06,710,0.001234347,2360,0.004102899,5261,0.009146336,6677,0.011608076,8245,0.01433407,8428,0.014652218
Finland,FIN,103,31530,1750,0.055502696,1814,0.057532509,2020,0.064065969,2515,0.079765303,3163,0.100317158,3163,0.100317158,4111,0.130383761,4114,0.130478909
France,-99,114,3505100,99285,0.028325868,147654,0.042125474,200304,0.057146444,228246,0.065118256,235205,0.067103649,239841,0.068426293,241195,0.068812587,249351,0.071139482
France,-99,121,18652451,1541861,0.082662648,1715093,0.091950007,1818616,0.097500109,1889941,0.101324003,1928947,0.103415203,1999887,0.107218456,2044677,0.109619749,2126939,0.114030001
France,-99,123,3868245,258979,0.066949999,340607,0.088052075,379690,0.098155624,405254,0.104764305,420655,0.108745697,437658,0.113141231,456017,0.117887311,465157,0.120250139
France,-99,136,12651393,756730,0.059813967,932833,0.07373362,1008135,0.079685692,1049785,0.082977819,1088346,0.086025784,1128714,0.089216579,1192870,0.094287641,1219527,0.096394682
France,-99,137,23383166,1051762,0.044979452,1449394,0.061984506,1624983,0.069493712,1680789,0.071880301,1729292,0.073954571,1797310,0.076863415,1842472,0.078794805,1877395,0.080288315
France,-99,151,86327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,-99,165,129241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,-99,167,250166,2264,0.009049991,2348,0.009385768,2431,0.009717548,2431,0.009717548,2990,0.011952064,3052,0.012199899,3273,0.013083313,3294,0.013167257
France,-99,257,336420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,-99,261,332152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,-99,319,222195,30979,0.139422579,31452,0.14155134,47203,0.212439524,49926,0.224694525,51847,0.233340084,55301,0.248884988,59166,0.266279619,59525,0.267895317
France,-99,378,154529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,-99,514,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,318,158201,27225,0.1720912,29024,0.18346281,35809,0.226351287,36321,0.229587676,36366,0.229872125,36518,0.230832928,39724,0.251098286,39835,0.251799925
Gabon,GAB,322,18485,818,0.044252096,983,0.053178253,1039,0.056207736,1094,0.059183121,1126,0.060914255,1249,0.067568299,1298,0.070219097,1317,0.071246957
Gabon,GAB,339,1422944,81183,0.057052843,87135,0.06123572,95844,0.067356129,111773,0.078550526,122348,0.085982301,134106,0.094245452,142481,0.100131137,153402,0.10780607
Gabon,GAB,344,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,529,1289,8,0.006206362,9,0.006982157,9,0.006982157,9,0.006982157,9,0.006982157,9,0.006982157,9,0.006982157,9,0.006982157
Gambia,GMB,262,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,267,23572,4399,0.186619718,4399,0.186619718,4399,0.186619718,4399,0.186619718,5076,0.215340234,5384,0.228406584,5643,0.239394197,5713,0.242363821
Gambia,GMB,271,1734722,41840,0.024119138,50375,0.029039235,55691,0.032103703,59852,0.034502358,64671,0.037280325,72382,0.041725418,76382,0.044031263,80520,0.046416659
Georgia,GEO,146,34825,903,0.025929648,1352,0.038822685,1370,0.039339555,1370,0.039339555,1370,0.039339555,1370,0.039339555,1435,0.04120603,1435,0.04120603
Georgia,GEO,152,373528,18687,0.050028378,18714,0.050100662,18731,0.050146174,18731,0.050146174,22908,0.061328736,22908,0.061328736,27744,0.074275556,27744,0.074275556
Georgia,GEO,158,4117336,240919,0.05851332,330370,0.080238776,355444,0.086328636,357311,0.086782084,358830,0.087151012,364656,0.088566005,367097,0.089158864,368488,0.089496704
Germany,DEU,11,10322966,498904,0.048329521,801588,0.077650939,917599,0.088889085,969559,0.093922522,979875,0.094921847,1002638,0.09712693,1019877,0.098796896,1036673,0.100423948
Germany,DEU,102,23484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,107,1180079,20552,0.017415783,36637,0.031046227,42823,0.036288248,44230,0.037480542,45729,0.038750795,46597,0.039486339,47056,0.039875296,48291,0.040921837
Germany,DEU,109,79004,0,0,1883,0.023834236,1883,0.023834236,6117,0.077426459,6117,0.077426459,6144,0.077768214,6144,0.077768214,6184,0.078274518
Germany,DEU,114,1714421,9461,0.005518481,22963,0.013394026,26371,0.015381869,46331,0.027024284,47596,0.027762142,48297,0.028171027,50165,0.029260608,53326,0.031104379
Germany,DEU,115,326719,24092,0.073739207,24547,0.075131841,25981,0.079520934,30390,0.093015711,31407,0.096128477,31492,0.09638864,33019,0.101062381,35776,0.109500825
Germany,DEU,118,31788335,1802595,0.056706179,2373029,0.074650937,2799115,0.088054785,3049545,0.095932832,3156786,0.099306428,3288286,0.103443166,3408782,0.107233738,3524315,0.110868185
Germany,DEU,123,35490007,1765231,0.049738818,2363409,0.066593647,2651445,0.074709622,2800918,0.078921314,3000875,0.084555492,3204898,0.090304237,3387652,0.095453686,3539630,0.099735962
Germany,DEU,421,372019,2815,0.007566818,2815,0.007566818,2815,0.007566818,2815,0.007566818,2818,0.007574882,2818,0.007574882,2818,0.007574882,2818,0.007574882
Ghana,GHA,302,692087,19873,0.028714598,20003,0.028902436,24251,0.035040392,24424,0.035290361,24608,0.035556223,24932,0.036024373,25132,0.036313354,25780,0.037249652
Ghana,GHA,303,344819,2730,0.007917197,4334,0.012568913,4334,0.012568913,4383,0.012711017,4481,0.012995224,4775,0.013847845,5066,0.014691766,5066,0.014691766
Ghana,GHA,304,23486435,468169,0.019933591,507456,0.021606344,557049,0.023717904,583245,0.024833271,613213,0.026109241,652266,0.027772031,680025,0.028953947,703825,0.029967298
Gibraltar,GIB,165,8849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,149,90164,5614,0.062264318,9295,0.103089925,9345,0.10364447,9362,0.103833015,9439,0.104687015,9620,0.106694468,9786,0.108535557,9988,0.110775919
Greece,GRC,169,9610885,95443,0.009930719,128145,0.013333319,168058,0.017486215,172880,0.017987938,177315,0.018449394,183622,0.019105629,185455,0.01929635,187579,0.019517349
Greece,GRC,170,681275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,93,17107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,270,87675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,235,3808,121,0.03177521,125,0.03282563,129,0.03387605,129,0.03387605,133,0.034926471,137,0.035976891,149,0.039128151,149,0.039128151
Guatemala,GTM,256,3476195,158019,0.045457461,163379,0.046999377,169606,0.048790704,187714,0.053999848,197971,0.056950488,201786,0.058047952,208213,0.059896812,216102,0.062166248
Guatemala,GTM,260,1383340,51710,0.037380543,71653,0.0517971,71693,0.051826015,73441,0.053089624,73957,0.053462634,78576,0.056801654,78940,0.057064785,79098,0.057179002
Guatemala,GTM,295,9242702,200813,0.021726655,208905,0.022602157,216567,0.023431135,219651,0.023764804,222786,0.02410399,228986,0.02477479,240002,0.025966649,246736,0.026695224
Guernsey,GGY,137,58354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,271,255932,1432,0.005595236,1494,0.005837488,1505,0.005880468,1514,0.005915634,1545,0.00603676,1584,0.006189144,1630,0.006368879,1696,0.00662676
Guinea,GIN,284,1276393,24889,0.01949948,32348,0.025343292,33420,0.026183158,33957,0.026603875,34940,0.027374014,35637,0.027920084,37140,0.029097621,37820,0.029630372
Guinea,GIN,290,4363409,60829,0.013940706,67904,0.015562144,75750,0.01736028,81127,0.018592573,85047,0.019490953,96105,0.02202521,106653,0.024442586,111877,0.025639815
Guinea,GIN,296,1398072,38106,0.027256107,38941,0.027853358,59016,0.042212418,67505,0.048284352,71442,0.051100373,72946,0.05217614,74651,0.053395676,103094,0.073740122
Guinea,GIN,305,912870,18998,0.020811287,19557,0.021423642,20006,0.021915497,20898,0.022892635,21838,0.023922355,22669,0.024832671,23311,0.025535947,23920,0.026203074
Guinea,GIN,306,168723,1561,0.009251851,1624,0.009625244,1660,0.009838611,1672,0.009909734,1981,0.011741138,2077,0.012310118,2360,0.013987423,2360,0.013987423
Guinea,GIN,511,2450691,46639,0.019030959,50710,0.020692123,56533,0.023068188,60389,0.024641621,64097,0.026154664,69658,0.02842382,80002,0.03264467,86730,0.035390019
Guinea Bissau,GNB,267,55385,64,0.001155548,91,0.001643044,112,0.002022208,306,0.005524962,339,0.006120791,339,0.006120791,347,0.006265234,339,0.006120791
Guinea Bissau,GNB,290,1534141,19515,0.012720474,23407,0.015257398,25587,0.016678389,27370,0.017840603,28614,0.01865148,31978,0.020844238,37556,0.024480149,38500,0.025095477
Guyana,GUY,30,530,1,0.001886792,3,0.005660377,3,0.005660377,3,0.005660377,15,0.028301887,29,0.054716981,60,0.113207547,70,0.132075472
Guyana,GUY,319,698056,51470,0.073733339,58302,0.08352052,63416,0.09084658,66690,0.095536748,68410,0.098000733,72825,0.104325441,74465,0.106674823,76302,0.109306417
Guyana,GUY,517,19477,1840,0.094470401,2200,0.11295374,2331,0.119679622,2387,0.122554808,2433,0.124916568,2489,0.127791754,2818,0.144683473,3059,0.157057042
Guyana,GUY,526,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,242,9272630,164025,0.017689156,164732,0.017765402,169705,0.018301712,172848,0.018640666,177420,0.01913373,178504,0.019250633,178773,0.019279643,179380,0.019345105
Honduras,HND,295,8185737,297515,0.036345536,322771,0.039430903,338513,0.041354004,347045,0.042396305,355177,0.04338974,360723,0.04406726,363085,0.044355811,392325,0.047927877
Hong Kong S.A.R.,HKG,221,6865560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,13,218421,25870,0.118440992,35393,0.16204028,36397,0.166636908,39443,0.180582453,40108,0.183627032,42630,0.195173541,42631,0.195178119,44008,0.201482458
Hungary,HUN,15,275740,15343,0.055642997,27412,0.09941249,28899,0.104805251,29526,0.107079133,29959,0.108649452,32041,0.116200044,32215,0.116831073,32519,0.117933561
Hungary,HUN,16,9483025,569835,0.060090003,737984,0.077821581,872681,0.092025593,918976,0.096907474,940860,0.099215177,1006917,0.106180992,1059155,0.111689572,1078267,0.113704962
Iceland,ISL,87,282439,128,0.000453195,1092,0.003866322,1858,0.006578412,1877,0.006645683,2328,0.008242488,2339,0.008281434,2342,0.008292056,2454,0.008688602
India,IND,50,3158275,17898,0.005667018,18879,0.00597763,19353,0.006127712,20546,0.00650545,20960,0.006636534,21826,0.006910734,22053,0.006982609,23869,0.007557607
India,IND,51,442835,52348,0.118211072,52466,0.118477537,52907,0.119473393,53137,0.119992774,53553,0.120932176,53809,0.121510269,54607,0.123312295,60743,0.137168471
India,IND,173,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,193,3982,0,0,0,0,133,0.033400301,133,0.033400301,133,0.033400301,133,0.033400301,404,0.101456554,404,0.101456554
India,IND,217,70663703,2421062,0.034261748,2986124,0.042258244,3541944,0.050123951,3848870,0.054467426,4192591,0.059331606,4581087,0.064829422,4892874,0.069241687,5211028,0.073744055
India,IND,218,90750345,7393316,0.081468737,9444955,0.104076243,12211938,0.134566298,13748586,0.151498994,14709851,0.162091406,16594254,0.182856098,17853293,0.196729753,18973477,0.209073332
India,IND,224,26531467,875012,0.032980159,1312748,0.049478907,1975758,0.074468479,2397288,0.090356406,2822555,0.106385184,3120640,0.117620334,3329840,0.12550531,3504579,0.132091414
India,IND,228,60324912,2714540,0.044998657,3560222,0.059017442,4384936,0.072688643,4766996,0.079022013,5114174,0.084777148,5527795,0.091633702,5760286,0.095487682,5987654,0.099256738
India,IND,231,55724653,2543131,0.045637449,3086502,0.055388447,3688932,0.066199282,4085134,0.073309277,4507480,0.080888436,4994505,0.089628284,5331167,0.095669811,5623808,0.100921364
India,IND,240,29618737,900391,0.030399372,1226760,0.041418376,1566771,0.052897968,1962019,0.066242494,2355401,0.079524019,2684598,0.090638504,2952279,0.09967606,3492444,0.117913333
India,IND,252,17692153,838916,0.047417406,952091,0.05381431,1104966,0.062455146,1200520,0.067856072,1275542,0.072096483,1352941,0.076471247,1433743,0.081038356,1467210,0.082929986
India,IND,254,77211731,2115951,0.027404527,2521594,0.032658172,3027794,0.039214171,3589338,0.046486952,3986205,0.051626935,4496786,0.058239673,4854937,0.06287823,5186046,0.067166555
India,IND,255,2773200,150635,0.054318116,210275,0.075823958,221047,0.079708279,230396,0.083079475,232016,0.083663638,237436,0.085618059,250871,0.090462642,254428,0.091745276
India,IND,266,102354175,4403533,0.043022505,5158131,0.050394925,5848851,0.057143258,6475211,0.063262793,6935636,0.067761144,7527161,0.073540342,8002005,0.078179566,8424745,0.082309735
India,IND,278,271523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,282,47149685,1455783,0.030875774,1782684,0.037809033,2141352,0.04541604,2418093,0.051285454,2683312,0.056910497,3071905,0.065152185,3238563,0.068686843,3536254,0.075000586
India,IND,285,5149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,287,33710662,1024952,0.030404387,1238831,0.036748937,1400040,0.041531074,1503324,0.044594912,1631467,0.048396172,1820343,0.053999029,1892848,0.056149832,1961835,0.058196276
India,IND,292,57930856,2574494,0.044440807,2940379,0.050756699,3423275,0.059092429,3759205,0.064891239,4039187,0.069724276,4369233,0.075421516,4633258,0.079979105,4866769,0.084009962
India,IND,297,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,491,378244,59586,0.157533233,64481,0.170474614,65225,0.172441599,68797,0.181885238,68851,0.182028003,69004,0.182432504,69098,0.182681021,69533,0.183831072
India,IND,494,30702753,1922625,0.062620606,2234377,0.072774484,2584675,0.084183819,2737311,0.08915523,2862515,0.09323317,3074043,0.100122715,3175619,0.103431083,3280263,0.106839377
India,IND,496,40181907,2716670,0.067609285,3513218,0.087432834,4328977,0.107734484,4801106,0.119484274,5327549,0.132585768,5928377,0.147538468,6351345,0.158064798,6815519,0.169616614
India,IND,498,443734716,31678910,0.071391552,40608526,0.091515323,51445796,0.115938181,58045578,0.130811442,64728693,0.145872501,72342960,0.163032004,77942064,0.175650138,83435698,0.188030584
India,IND,500,10420216,1176536,0.112908984,1292147,0.124003859,1374563,0.1319131,1477312,0.141773645,1575371,0.151184102,1686825,0.161880042,1784131,0.171218236,1902305,0.182559076
Indonesia,IDN,310,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,311,97705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,312,49885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,313,29364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,316,60084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,320,23354,485,0.02076732,495,0.021195513,523,0.022394451,535,0.022908281,563,0.024107219,570,0.024406954,576,0.024663869,651,0.02787531
Indonesia,IDN,324,755993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,325,870241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,328,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,330,29877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,331,630200,208,0.000330054,254,0.000403047,260,0.000412567,294,0.000466519,296,0.000469692,300,0.000476039,302,0.000479213,302,0.000479213
Indonesia,IDN,333,8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,334,27392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,336,20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,337,227175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,340,821318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,342,13693354,2769685,0.202264909,3116696,0.227606472,3381350,0.246933658,3532656,0.257983252,3705982,0.270640926,3894642,0.284418412,4006714,0.29260282,4093435,0.298935893
Indonesia,IDN,346,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,347,49315923,3762445,0.076292702,4288908,0.086968016,4744583,0.096207933,5024806,0.101890134,5339562,0.108272576,5781497,0.11723388,5960498,0.12086356,6143757,0.124579581
Indonesia,IDN,348,27555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,349,58912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,350,16546289,425521,0.025717005,487383,0.029455729,510507,0.030853263,563205,0.034038146,590264,0.035673498,616533,0.037261104,646261,0.039057761,661430,0.039974522
Indonesia,IDN,351,112534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,352,121372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,353,12680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,354,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,356,9338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,357,45135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,362,3598124,306374,0.085148261,327649,0.091061064,334516,0.092969559,354924,0.098641403,365410,0.1015557,377761,0.104988322,380678,0.105799022,394256,0.109572655
Indonesia,IDN,366,24200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,367,13144098,48387,0.003681272,52563,0.003998981,56164,0.004272944,58181,0.004426397,59404,0.004519443,61124,0.0046503,61302,0.004663842,62760,0.004774767
Indonesia,IDN,368,422,95,0.225118483,109,0.258293839,120,0.28436019,127,0.300947867,134,0.317535545,138,0.327014218,148,0.3507109,151,0.357819905
Indonesia,IDN,430,141526051,5991623,0.042335831,6867126,0.048521993,7213320,0.050968143,7578762,0.053550297,7814554,0.055216364,8115725,0.05734439,8392868,0.059302637,8526239,0.060245015
Iran,IRN,46,1153548,41305,0.035806919,53097,0.046029294,59930,0.051952758,62978,0.054595041,68517,0.059396748,85101,0.073773263,87911,0.076209226,89098,0.077238225
Iran,IRN,158,2055431,34824,0.016942432,54110,0.026325379,111963,0.054471787,142068,0.06911835,142425,0.069292037,143097,0.069618975,144498,0.070300584,144823,0.070458702
Iran,IRN,172,4023761,8756,0.002176074,16410,0.004078274,20499,0.005094487,23038,0.005725489,24564,0.006104736,24866,0.00617979,25007,0.006214832,25162,0.006253354
Iran,IRN,188,1239431,16891,0.013628028,23497,0.018957893,34632,0.027941854,47899,0.038645959,53512,0.04317465,56075,0.045242535,57368,0.046285755,57872,0.046692394
Iran,IRN,190,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,IRN,205,57736859,1266546,0.021936524,2205782,0.038204053,2594003,0.044928024,2693989,0.046659778,2791960,0.048356631,2904359,0.050303377,2977854,0.051576308,3066971,0.05311981
Iran,IRN,206,484113,1363,0.002815458,1933,0.003992869,4457,0.009206528,4506,0.009307744,5010,0.010348824,8765,0.018105277,8809,0.018196165,8921,0.018427516
Iran,IRN,487,6493279,197916,0.030480132,324540,0.049980911,331716,0.051086054,362484,0.055824492,366445,0.056434507,386313,0.059494286,391683,0.060321295,402218,0.061943742
Iran,IRN,490,4922653,258317,0.052475159,372529,0.07567647,457142,0.092864965,501973,0.101972046,590451,0.119945688,751014,0.152562856,871684,0.17707606,900692,0.182968818
Iraq,IRQ,176,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,190,841643,23173,0.027533051,60776,0.072211139,63730,0.075720941,68998,0.081980127,84886,0.100857489,99957,0.118764132,115889,0.137693773,116179,0.138038337
Iraq,IRQ,205,3029,21,0.006932981,21,0.006932981,21,0.006932981,21,0.006932981,21,0.006932981,21,0.006932981,21,0.006932981,21,0.006932981
Iraq,IRQ,424,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,482,158935,16651,0.104766099,19086,0.120086828,19123,0.120319628,19123,0.120319628,19209,0.120860729,19590,0.123257936,19646,0.123610281,19646,0.123610281
Iraq,IRQ,487,20666590,3661980,0.177193238,4227079,0.204536839,4842290,0.234305224,5226193,0.252881245,5694803,0.275556006,6211942,0.300578954,6486678,0.31387268,6719460,0.325136367
Iraq,IRQ,488,1513280,128986,0.085236044,134704,0.089014591,155807,0.102959796,167482,0.110674826,191799,0.126743894,229566,0.151700941,250016,0.165214633,262645,0.173560081
Iraq,IRQ,489,7088559,1343457,0.189524697,2058991,0.290466793,2297433,0.324104377,2527536,0.356565559,2655271,0.374585441,2830790,0.399346327,2949663,0.416116026,3095292,0.436660258
Iraq,IRQ,490,1000568,135791,0.135713914,160468,0.160376906,179349,0.179247188,208786,0.208667477,240180,0.240043655,301337,0.301165938,356405,0.356202677,402137,0.401908716
Ireland,IRL,110,4601909,104303,0.022665159,141386,0.030723337,155839,0.03386399,162303,0.035268624,163705,0.035573281,176161,0.038279983,184052,0.039994707,186006,0.040419313
Isle of Man,IMN,112,82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,175,184448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,179,1650327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,182,2580751,48726,0.018880551,49099,0.019025082,49176,0.019054919,49460,0.019164964,50695,0.019643507,55869,0.02164835,58442,0.022645346,58442,0.022645346
Israel,ISR,183,1872066,5306,0.002834302,5646,0.003015919,6458,0.003449665,8017,0.004282434,8017,0.004282434,10648,0.005687834,10838,0.005789326,10838,0.005789326
Israel,ISR,187,704389,2774,0.003938165,2778,0.003943844,2779,0.003945263,2781,0.003948103,2781,0.003948103,3404,0.004832557,3417,0.004851013,3417,0.004851013
Israel,ISR,197,2719,0,0,1,0.000367782,11,0.004045605,11,0.004045605,11,0.004045605,11,0.004045605,11,0.004045605,12,0.004413387
Italy,ITA,11,10146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,13,28484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,15,295153,4065,0.013772518,4065,0.013772518,4090,0.01385722,4090,0.01385722,4090,0.01385722,4090,0.01385722,4090,0.01385722,4591,0.015554645
Italy,ITA,123,0.091035404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,136,17986,301,0.016735239,301,0.016735239,301,0.016735239,301,0.016735239,314,0.017458023,314,0.017458023,314,0.017458023,314,0.017458023
Italy,ITA,167,59942095,1588401,0.026498924,2219827,0.037032856,2549013,0.04252459,2734523,0.04561941,2880167,0.048049155,2960211,0.04938451,3021061,0.050399657,3126097,0.052151948
Italy,ITA,181,7381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivory Coast,CIV,302,12986752,233054,0.017945519,249739,0.019230289,294704,0.022692664,328796,0.025317801,357669,0.027541066,392482,0.030221721,413898,0.031870786,435710,0.033550344
Ivory Coast,CIV,304,524191,4395,0.008384348,5331,0.010169957,6770,0.01291514,7266,0.01386136,7344,0.01401016,7429,0.014172315,7506,0.014319208,7791,0.014862903
Ivory Coast,CIV,305,760088,25153,0.033092221,30899,0.040651872,33831,0.04450932,37094,0.048802244,41762,0.054943638,45778,0.060227237,46619,0.061333688,47401,0.062362516
Ivory Coast,CIV,306,6566618,178702,0.027213704,187352,0.028530973,203791,0.031034392,256192,0.039014299,277114,0.042200414,295714,0.045032923,323305,0.049234629,330632,0.050350424
Ivory Coast,CIV,511,600670,4103,0.006830706,5370,0.008940017,5865,0.009764097,6380,0.010621473,6694,0.011144222,7089,0.011801821,7740,0.012885611,9174,0.015272945
Jamaica,JAM,236,2799679,1028,0.000367185,1488,0.00053149,1657,0.000591854,1669,0.00059614,1669,0.00059614,1857,0.00066329,2193,0.000783304,2193,0.000783304
Japan,JPN,145,5320496,348321,0.065467768,393798,0.07401528,421164,0.079158785,460927,0.086632337,481389,0.090478219,513822,0.096574079,532202,0.100028644,554270,0.104176378
Japan,JPN,177,30806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,185,119550054,5910220,0.049437201,6759945,0.056544893,7642939,0.06393087,8287059,0.069318739,8892534,0.074383354,9614601,0.080423226,10078504,0.084303634,10614631,0.088788174
Japan,JPN,194,61046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,198,14927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,201,1224674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey,JEY,137,58543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,176,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
